Gender,Age_Group,Country,Local-Foreign,Education_Level,Part_Full,Accomodation,Living,Buy_Food,no_Quality,no_Price,No_Serving_Size,No_Variety,No_Environment,No_from_Where,Home_Food_Prepare,Buy_Location,Days_buy,Eat_Time,Daily_Spend,Group_Eat,yes_Food,yes_Price,yes_size,yes_variety,yes_bev_Price,yes_bev_variety,yes_env,yes_ordering,yes_seat,yes_cs,name_dish,price_dish,three_words,W_Food,W_Env,W_Price,ord_system,comments
Male,15 - 24 Years,China,Foreginer,Certificate Course,Part Time,Private,With Students,Yes,,,,,,,Yes,Convenient Shop,1 - 2 days,Breakfast,RM 10 - RM 15,Yes,3,1,1,3,3,3,3,3,1,3,Yes,No,,,,,Buffet system,
Male,15 - 24 Years,syrian,Foreginer,Certificate Course,Full Time,Relatives,Family / Parents,No,1,3,2,1,3,From Home;some arabic food resturant,,,,,,,,,,,,,,,,,,,,,,,Off the Menu,The food here is always sweet and I like solt and spicey
Female,15 - 24 Years,China,Foreginer,Certificate Course,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,3,3,3,3,3,3,1,3,May be,Yes,Milk tea,milk tea,,,Buffet system,Chose less
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch;Snacks / Tea,RM 5 - RM 7,Yes,1,1,1,1,1,1,1,1,3,1,Yes,Yes,Tasty average cheap,tasty,average,cheap,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Snacks / Tea,Less than RM 5,Yes,1,1,1,1,1,3,1,1,1,1,Yes,Yes,,,,,Off the Menu,
Female,25 - 30 Years,Mauritius,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,more than 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,4,4,4,4,4,4,3,3,4,3,Yes,Yes,bad; small; expensive,bad,small,expensive,Buffet system,
Female,15 - 24 Years,Maldives,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 10 - RM 15,Yes,3,1,3,5,3,3,4,3,5,3,May be,No,mediocre; crowded; affordable,mediocre,crowded,affordable,Buffet system,there needs to be more food prepared during lunch time as the food often finished fast
Female,25 - 30 Years,Zimbabwe,Foreginer,Graduate,Full Time,Private,Alone,Yes,,,,,,,Yes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,No,4,3,3,5,3,4,4,4,5,4,Guess,No,pricy; overcrowded; expensive,,overcrowded,pricy,Off the Menu,lack of variety on the menu
Male,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch,RM 20,Yes,3,1,1,4,3,3,4,3,5,4,Yes,May be,okay; crowded; normal,okay,crowded,normal,Buffet system,
Female,15 - 24 Years,Egypt,Foreginer,Certificate Course,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home;Order Online,3 - 4 days,Lunch,RM 10 - RM 15,Yes,4,3,3,4,3,3,5,3,4,3,No,No,,,,,Buffet system,
Female,25 - 30 Years,Zimbabwe,Foreginer,Graduate,Full Time,Private,With Working Professionals,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;Order Online,3 - 4 days,Breakfast;Lunch,RM 10 - RM 15,Yes,3,3,4,4,3,4,3,3,5,4,May be,No,,,,,Off the Menu,more variety needed for food on menu
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;From Home,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,3,3,4,3,3,3,1,5,3,Yes,May be,,,,,Off the Menu,
Female,15 - 24 Years,Tanzania,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home;Order Online,3 - 4 days,Lunch,RM 10 - RM 15,Yes,1,3,3,5,3,3,4,3,5,3,No,May be,,,,,Buffet system,
Female,25 - 30 Years,Iran,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,Yes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,4,5,4,4,3,3,4,1,5,3,No,No,no taste; crowded; expensive,no taste,crowded,expensive,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Private,Alone,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;Order Online,1 - 2 days,Breakfast,RM 8 - RM 10,Yes,1,3,3,4,3,3,4,4,5,4,No,May be,,,,,Buffet system,
Male,25 - 30 Years,Maldives,Foreginer,Under Graduate,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,No,APU Cafeteria;Convenient Shop;From Home;Order Online,3 - 4 days,Breakfast,RM 8 - RM 10,Yes,4,5,3,5,3,3,4,3,4,4,No,No,,,,,Off the Menu,
Female,15 - 24 Years,seychelles,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop;From Home,3 - 4 days,Breakfast,RM 8 - RM 10,Yes,1,3,1,3,3,3,3,3,4,3,No,No,,,,,Off the Menu,
Female,15 - 24 Years,KSA,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,No,APU Cafeteria;Order Online,1 - 2 days,Lunch,RM 10 - RM 15,Yes,4,3,3,4,3,3,3,3,5,3,No,No,,,,,Buffet system,
Female,15 - 24 Years,Yemen,Foreginer,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Order Online,more than 4 days,Breakfast;Lunch,20,No,4,3,3,4,4,4,4,5,5,5,No,No,,,,,Buffet system,
Female,15 - 24 Years,Pakistan,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;From Home,more than 4 days,Lunch,RM 10 - RM 15,Yes,5,5,4,5,4,4,1,3,5,3,No,No,,,,,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,Sometimes,APU Cafeteria;Convenient Shop,more than 4 days,Breakfast;Lunch,RM 10 - RM 15,Yes,3,3,4,5,1,1,3,3,5,3,No,No,,,,,Buffet system,improve the food variety
Male,15 - 24 Years,Malaysia,Local,Diploma,Full Time,Parents,Family / Parents,Yes,,,,,,,No,APU Cafeteria;Convenient Shop,3 - 4 days,Lunch,RM 8 - RM 10,Yes,3,3,4,4,4,4,3,3,3,3,Yes,Yes,bad; disgusting; expensive,bad,disguisting,expensive,Off the Menu,
Female,15 - 24 Years,India,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,3,4,1,4,4,4,4,4,4,4,No,No,good; amazing; reasonable,good,amazing,expensive,Buffet system,
Female,15 - 24 Years,Malaysia,Local,Diploma,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria;Order Online,3 - 4 days,Lunch,RM 10 - RM 15,Yes,4,4,4,4,4,4,3,3,3,3,Yes,Yes,,,,,Off the Menu,
Male,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria;Order Online,more than 4 days,Lunch,RM 10 - RM 15,Yes,4,4,4,5,3,3,3,3,5,3,No,No,,,,,Off the Menu,
Female,15 - 24 Years,Malaysia,Local,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,APU Cafeteria;Convenient Shop,3 - 4 days,Breakfast;Lunch;Snacks / Tea,RM 10 - RM 15,Yes,3,4,3,4,4,4,3,3,3,3,Yes,Yes,,,,,Off the Menu,
Female,15 - 24 Years,Yemen,Foreginer,Under Graduate,Full Time,Private,Alone,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch,RM 8 - RM 10,Yes,1,1,1,1,1,1,1,1,1,1,Yes,Yes,delicious; clean;expensive,delicious,clean,expensive,Off the Menu,
Male,15 - 24 Years,Sudan,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,Order Online;Don't take lunch at University,1 - 2 days,Snacks / Tea,RM 5 - RM 7,Yes,4,5,5,5,5,5,4,4,4,4,Yes,Yes,horrible; congested; insane ,horrible,congested,insane,Buffet system,please lower the price and increase the variety of food
Female,15 - 24 Years,somalia,Foreginer,Diploma,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Breakfast;Lunch,RM 8 - RM 10,Yes,3,3,3,3,3,3,3,3,3,3,Yes,No,,,,,Off the Menu,
Male,15 - 24 Years,India,Foreginer,Under Graduate,Full Time,Private,With Students,Yes,,,,,,,No,APU Cafeteria,3 - 4 days,Lunch;Snacks / Tea,RM 10 - RM 15,Yes,4,4,4,4,4,4,4,4,4,4,Yes,No,taste bad; small; expensive,taste bad,small,expensive,Buffet system,
Female,15 - 24 Years,China,Foreginer,Certificate Course,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,3,3,3,3,3,3,1,3,May be,Yes,Milk tea,,,,Buffet system,Chose less 
Female,15 - 24 Years,China,Foreginer,Certificate Course,Full Time,University Provided Accomodation,With Students,Yes,,,,,,,Sometimes,APU Cafeteria,1 - 2 days,Lunch,RM 8 - RM 10,Yes,3,3,3,3,3,3,3,3,1,3,May be,Yes,Milk tea,,,,Buffet system,Chose less 
Female,25 - 30 Years,China,Foreginer,Graduate,Full Time,Private,With Students,Yes,,,,,,,Yes,Don't take lunch at University,1 - 2 days,Lunch,RM 8 - RM 10,Yes,4,4,4,4,1,3,3,1,1,3,No,No,not delicious  ;a little  high price ;,not delicious,,a little high price,Buffet system,
